price,sqft_living,bedrooms,floors,zipcode
199000,2030,4,2,98178
195000,1380,3,1,98042
1506000,3660,4,2.5,98112
288400,1870,3,2,98056
442000,2080,4,1,98074
619420,2450,4,2,98059
635000,2750,4,1,98118
210000,1240,3,1,98118
512500,1900,3,2,98033
567000,2540,3,2,98034
525000,2100,3,2,98068
475000,1790,4,1,98103
250000,1170,3,1,98001
220000,1060,3,1,98022
230000,1930,5,1.5,98146
385500,1540,3,1,98011
895000,2876,5,1,98040
368250,2150,3,2,98074
249900,1140,2,1,98106
350000,980,3,1,98034
175000,1230,3,1,98001
270000,1390,3,1,98106
495000,2380,3,2,98118
1580000,3690,3,2,98033
542500,3010,5,1.5,98027
330000,1250,3,1,98077
1003000,2290,4,2,98115
299800,790,2,1,98118
299900,2720,3,2,98092
691000,2550,4,1,98033
195000,1080,2,1,98198
405000,2470,3,1,98198
360000,850,2,1,98108
256750,1990,3,1,98042
332500,1800,3,2,98038
975000,4850,5,2,98005
218000,1020,3,1,98106
429000,2420,3,2,98027
589000,2910,4,2,98065
255000,1060,3,1,98058
668750,2340,4,1,98177
344500,1800,4,1,98055
452000,1660,4,1,98126
540000,1300,3,1,98053
246000,1780,3,1,98168
535000,1030,2,1,98103
970000,2790,4,1,98177
430000,1150,3,1,98103
520000,3290,4,2,98028
712000,3400,4,2,98051
450000,1200,2,1,98126
220000,2160,4,2,98047
525000,1450,3,1,98118
1220000,3240,4,2,98109
540000,1470,3,2,98115
600000,2360,4,2,98034
600000,2230,3,2,98007
625000,2630,4,2,98072
150000,1010,3,1,98014
389999,1445,3,2,98027
285000,2380,3,1.5,98178
744000,2830,4,2,98075
700000,3010,4,2,98053
318989,2000,4,1,98023
556000,2020,3,2,98033
275000,2030,3,2,98038
430000,2550,3,2,98155
300000,970,2,1,98106
396450,1540,3,1,98027
225000,1396,2,1,98053
700000,2780,4,2,98133
260000,2220,6,1,98002
655000,2350,4,2,98033
1185000,2760,3,2,98005
1550000,4460,3,2,98033
413800,1440,3,1,98053
950000,5330,5,2,98027
334990,2220,4,2,98146
2700000,5305,5,2,98033
1030000,3880,3,2,98034
1130000,3810,4,1,98033
556000,1960,3,2,98029
360000,1530,3,3,98103
480000,3250,4,2,98042
324000,1750,3,2,98055
1050000,3440,4,2,98033
275000,1170,1,1,98022
180000,870,3,1,98042
749000,2930,4,2,98075
1600000,3160,3,1,98004
373500,800,2,1,98107
770000,2350,4,2,98006
356000,1060,2,1,98072
625000,2060,3,1,98052
494400,1560,2,1,98109
585000,3000,4,1,98056
926300,1660,3,2,98119
600000,1650,3,1,98115
430000,3220,4,2,98031
307000,2320,3,1,98019
604700,2750,4,1,98198
219900,910,3,1,98146
270000,840,2,2,98115
432000,1470,3,2,98136
300000,2040,6,1,98056
361000,1100,3,1.5,98198
249950,940,2,1,98166
320000,1110,3,1,98045
305000,2200,4,1.5,98168
503000,2860,2,1,98023
235750,740,2,1,98146
657000,2740,4,1,98118
385000,1250,3,1,98008
389950,3140,4,2,98023
150000,820,2,1,98168
254500,2570,4,2,98092
555000,2350,4,1,98006
1075000,3600,4,1,98008
245000,1580,4,1,98003
319950,1070,2,1,98178
337000,1070,3,1,98125
492000,1640,4,2,98107
1170000,2890,3,2,98033
348580,1220,3,1,98034
180000,1400,2,1,98057
400000,1040,3,1,98136
295000,980,4,1,98045
910000,3340,4,1.5,98052
1150000,6040,6,2,98029
431500,1900,3,2,98136
180000,1740,4,1,98168
677000,2000,3,1,98103
1180500,1610,3,1,98112
635700,3240,4,1,98074
482000,2230,5,1,98077
168000,1160,2,2,98106
805000,2410,4,1,98107
398000,590,2,1.5,98010
665000,2600,4,2,98059
592500,2170,4,1,98052
940000,2080,4,1.5,98107
655000,2860,4,2,98075
622500,2980,4,2,98065
380000,1230,2,2,98144
648360,2260,4,1,98033
432000,2200,3,1,98053
1050000,3030,4,1.5,98004
353250,1060,2,2,98144
1000000,4260,4,2,98075
320000,998,3,2,98117
349900,2052,4,2,98003
330000,3150,4,2,98042
408000,1950,3,1,98188
321000,1347,3,3,98125
1051000,3860,4,2.5,98029
2150000,5060,4,2,98004
359000,1360,3,3,98103
300000,2760,5,2,98108
380000,2420,5,2,98118
660000,2450,3,2,98053
355000,1280,3,3,98103
259000,1550,3,2,98002
353000,550,1,2,98122
430000,1520,2,2,98144
460000,1670,3,1.5,98117
80000,430,1,1,98014
782000,2380,4,2,98006
218000,960,3,1,98022
325000,1920,3,1,98118
980000,3680,4,1,98199
902000,2530,4,1,98006
556000,3840,5,2,98023
662990,1240,3,1.5,98116
225000,1300,2,1.5,98051
439950,2380,4,2,98059
175000,1300,2,1,98001
306000,780,2,1,98077
235000,1810,4,1,98042
399500,2420,3,2,98045
478000,1280,3,1.5,98115
515000,1680,2,1,98136
550000,2510,3,2,98056
149000,1700,3,1,98146
526000,1680,3,1,98115
527550,820,1,1,98065
1050000,4380,3,2,98052
625000,2600,3,1,98074
950000,3400,5,2,98007
377691,2120,5,1,98133
648475,2250,4,1,98109
383000,1800,3,1,98126
535000,2210,3,2,98052
449950,1560,3,2,98115
465425,2430,4,1,98072
675000,2560,4,2,98075
599000,1960,3,1.5,98103
416000,1110,3,1,98052
595000,1030,2,1,98109
200000,1350,4,1,98055
402000,1540,3,2,98029
433000,1830,4,1,98006
275000,1930,4,2,98003
410000,1650,3,1.5,98034
554820,3510,4,1,98166
1325000,3370,4,1,98117
735000,2390,3,2,98052
607000,1230,3,1,98004
549900,2830,4,2,98092
258000,1620,3,1,98038
661254,2290,4,1.5,98116
945000,2840,4,1,98004
799950,4220,4,2,98092
132500,1080,3,1,98001
467100,1620,3,1,98052
1610000,4390,4,2,98040
641000,1620,3,1,98117
350000,1010,3,1,98155
335000,1750,4,1,98058
900000,4080,3,1.5,98092
440000,2560,4,1,98027
464600,1120,3,1.5,98136
1200000,4740,4,2,98053
300000,1340,2,1,98178
670500,1590,4,1,98102
552000,1430,3,1,98115
244000,1450,4,1,98146
788600,3500,4,2,98053
445000,1630,3,1,98056
530000,1814,4,1,98115
90000,580,2,1,98178
585000,1670,3,1.5,98117
498000,1140,2,1,98033
379000,800,2,1,98115
462000,1300,3,1,98115
388000,2440,4,2,98058
255000,1490,3,1.5,98031
665000,1800,3,1,98006
550000,1830,3,1,98006
606000,1500,3,1,98107
334000,2210,4,1,98178
360000,1270,3,3,98103
235000,1140,2,1.5,98126
580000,1620,3,3,98103
355000,1220,3,3,98103
375000,750,2,2,98122
372000,1960,4,1,98045
479000,1370,3,1.5,98103
2000000,4580,5,3,98075
1680000,5584,4,2,98014
501000,1010,2,1,98115
245000,1260,3,1,98038
496700,1740,3,2,98029
347000,2670,4,2,98092
199000,720,2,1,98058
440500,2460,3,2,98065
820000,3670,4,2,98075
325000,2630,4,1.5,98188
195000,1570,3,1,98022
675000,2980,3,1,98052
295000,1560,3,2,98038
355300,1620,3,1,98133
276000,1140,3,1,98106
460000,2730,2,1,98019
880000,2130,3,1,98072
370000,1780,3,2,98155
346000,2100,4,2,98058
172500,1140,3,1,98001
379950,1690,3,1,98028
468000,1160,2,1,98115
477000,1720,4,2,98118
529000,1210,3,1.5,98107
312000,1255,3,3,98125
326100,880,2,1,98177
360000,1050,3,1.5,98125
438000,1650,3,1,98028
360000,1570,3,1,98177
1050000,2920,4,1,98144
688000,3000,4,1.5,98144
585000,1850,3,1,98027
265000,1440,3,1,98031
375000,1440,3,1,98034
326500,1810,3,2,98072
160000,1180,2,1,98178
1570000,3070,4,2,98112
735000,3390,5,2,98075
400000,1470,2,1,98115
800000,2680,4,1,98033
949880,2290,4,2,98004
405000,1980,3,1,98133
399000,2870,4,2,98058
730001,1840,3,1,98117
1795000,4060,4,2,98040
260000,1630,3,1,98047
751750,1880,2,1.5,98112
325000,1780,3,1,98042
344950,2330,4,1,98030
457500,1840,3,1,98108
389000,2330,5,1,98028
515000,3200,4,2,98059
732000,2330,3,2,98107
415000,1950,3,1,98155
1655000,3080,4,2,98199
535000,1040,2,1,98115
540000,1960,4,2,98116
525000,2750,5,1.5,98115
570000,1930,3,1,98072
569950,4850,5,2,98023
283200,1982,4,2,98030
1100000,2640,3,1.5,98112
830000,1850,4,1,98052
495000,1940,4,1,98007
292050,2840,5,1,98178
415000,1900,5,1,98034
295832,1410,5,1,98198
450000,2520,4,2,98019
1381000,3160,4,2.5,98040
857000,3720,4,2,98033
499950,1820,3,2,98144
465000,1560,3,1,98034
329000,1600,3,1,98106
475000,1230,3,1,98052
255000,960,3,1,98155
435000,1270,3,1.5,98126
685000,2810,3,2,98006
715000,2160,2,1,98053
780000,2520,3,1.5,98119
345000,1180,2,2,98144
355000,1810,4,2,98059
282000,1680,3,1,98031
244000,910,3,1,98166
967500,3250,3,2,98199
375000,2000,3,1,98118
1600000,3790,3,2,98177
527500,2310,3,1,98027
994000,2510,3,1.5,98199
313000,1320,3,1,98133
587000,2370,3,2,98053
304000,900,3,1,98034
675000,2540,3,2,98177
305000,2100,4,1,98058
280000,1200,3,1,98168
960000,3720,5,2,98075
500000,1760,3,2,98029
274950,1670,3,1,98042
455600,2420,3,2,98065
970000,3480,5,2,98040
312900,1630,4,2,98038
535000,2340,4,2,98146
427000,920,2,1,98103
405000,910,2,1,98115
480000,1150,3,1,98126
725000,2500,3,1.5,98107
293000,3250,4,1,98092
268000,1930,4,1,98168
475000,3400,4,2,98070
488000,1590,3,3,98117
760000,3330,4,2,98052
1710000,4590,5,2,98033
754950,2610,3,2,98033
263900,1658,3,2,98198
460000,1600,3,2,98117
399950,1296,3,3,98125
370000,1280,2,2,98118
1149000,5940,4,2,98065
450800,2510,4,2,98056
627000,2710,3,2,98027
495000,1750,3,3,98118
310000,1430,3,1.5,98028
550000,1660,4,1,98052
215000,1320,2,1,98168
799000,2580,4,2,98053
630000,2740,4,2,98077
267000,2495,3,2,98001
900000,2300,6,1.5,98040
365000,1300,3,1,98028
544500,2230,4,1,98075
599000,2020,4,1,98122
815000,2000,4,2,98115
254000,1060,2,1,98133
740000,2080,2,1,98117
225000,2030,3,1,98001
925000,2690,3,2,98115
1285000,3240,4,1,98105
537000,1550,3,2,98033
335000,1480,4,1,98108
840000,3040,4,2,98102
224000,1560,3,1,98001
395000,2250,3,2,98059
450000,1100,3,1,98116
681000,1700,3,1.5,98118
898000,2680,5,1,98004
370000,800,3,1,98103
429000,1350,2,1,98053
150000,820,3,1.5,98106
555000,3160,3,2,98011
326000,1720,3,1,98058
225000,1680,3,2,98092
245100,1300,3,1,98092
665000,2190,3,2,98074
535000,1720,3,2,98029
305000,1160,3,1,98077
999000,3150,7,1,98007
215000,1210,3,1,98047
432500,1980,3,1,98103
655000,2990,4,2,98074
266200,1430,3,1,98059
244615,2060,3,2,98032
460000,2230,4,2,98030
370000,3090,4,2,98023
465000,4250,6,1,98003
1175000,1970,3,1,98136
189000,1700,2,1,98002
820000,2510,3,2,98136
968000,3610,6,1,98075
1400000,2980,4,2,98144
438750,1610,3,1,98125
1210000,3650,4,2,98115
600000,2510,4,1,98034
589000,1110,3,1.5,98199
590000,1650,3,2,98116
479900,1980,3,1,98042
210000,880,2,2,98126
745000,1490,3,1,98004
840500,2520,3,1.5,98119
420000,1820,3,1,98053
565000,4140,7,1,98125
840000,3420,4,2,98074
681716,3150,4,2,98056
600000,1580,3,1,98005
380000,1660,3,1,98136
168500,1100,3,1,98042
355000,1270,2,1,98103
277000,1450,4,1,98146
236000,1830,4,1,98023
270000,1300,3,1,98106
700000,2320,2,1.5,98144
425000,1680,4,1,98028
635000,2300,3,1.5,98144
510250,1400,3,1,98117
960000,2410,4,2,98117
254000,1480,3,1,98038
299000,1390,3,1.5,98155
175000,830,2,1,98038
157500,740,2,1,98031
580000,1940,5,1,98115
124740,1340,3,1,98042
1970000,4440,8,2,98112
285000,800,2,1,98125
242000,1310,3,1,98198
840000,2330,4,2,98105
474800,1400,2,3,98103
490000,2360,4,2,98072
465000,1840,3,2,98034
515000,2680,4,2,98065
430000,3890,3,1,98178
253400,1400,3,1,98003
355000,2400,3,1,98023
740000,2920,4,2,98024
186950,1390,2,2,98003
306000,1680,3,2,98058
510000,2040,4,1,98007
345000,1080,2,1,98117
875000,2280,3,1,98103
700000,4490,4,2,98065
1400000,4700,4,1,98116
499950,2798,4,2,98055
739000,2810,3,2,98052
363000,3753,4,2,98023
782000,3910,4,2,98029
325000,1050,2,2,98144
485000,1600,4,1.5,98103
452000,2590,4,1,98028
264950,1720,4,1,98023
472000,4410,6,1,98003
267500,1590,3,1,98188
565000,2440,4,2,98053
535000,1360,3,3,98115
389000,910,2,1,98115
400000,1390,4,1,98133
264000,1470,3,1,98042
690000,2920,4,2,98029
412000,1950,3,1,98042
695000,2390,3,2,98074
246500,1270,3,1,98031
230000,950,2,1,98058
302000,900,2,1,98022
820000,2280,4,1.5,98119
145000,1010,3,1,98168
436500,1260,2,1,98117
2453500,4730,4,1.5,98112
672000,2620,3,2,98053
680000,2330,3,1.5,98115
750500,2170,5,1.5,98105
550000,2450,5,1,98133
266500,1880,4,1,98023
619000,2300,4,1.5,98117
405000,1240,3,1,98053
300000,820,2,1,98133
231000,1530,4,2,98058
790000,2900,5,1,98005
400000,1240,4,1,98125
950000,4140,4,2,98059
450000,2240,4,1,98106
595000,1480,3,1,98117
332000,2270,3,1,98058
155000,1250,3,1,98108
400000,1930,5,1,98028
349000,1700,4,1,98059
529000,1590,3,1,98136
405000,1880,5,1,98034
635200,1640,4,1,98117
540000,2600,3,1,98126
402000,710,2,2,98102
3100000,6980,6,3,98040
329932,1460,3,1,98133
300000,2080,3,2,98023
525000,2630,5,2,98019
2750000,4430,4,2,98039
602500,2760,4,2,98056
400000,1670,4,1,98028
445000,1990,4,1.5,98126
525000,2600,3,1.5,98198
395000,1320,2,1.5,98144
510000,2240,3,2,98115
723000,1960,4,1,98004
503000,2590,3,2,98038
672500,2620,4,2,98075
860000,2770,3,2,98006
475300,2110,3,1,98033
295000,2290,4,2,98058
1425000,4960,4,2.5,98109
250000,1110,2,1,98168
658000,3310,4,2,98065
83000,900,2,1,98168
685000,1940,3,1,98136
210000,1590,3,2,98198
650880,2930,3,2,98065
350000,2040,4,2,98168
305000,1000,2,3,98117
645000,1730,3,2,98119
385000,1220,3,1,98122
860000,3060,3,2,98006
395000,2910,4,2,98042
260000,1050,3,1,98166
196440,1560,3,1,98001
425000,1680,3,1,98103
2400000,4140,4,1,98004
369000,1550,3,1,98106
1385000,5700,6,1,98006
349900,2200,3,2,98058
650000,1740,2,2,98112
299950,1210,3,1,98106
625000,4240,4,2,98023
190000,1590,3,1,98001
715000,3420,4,1,98125
659000,3190,4,1,98125
490000,1920,3,1,98126
415000,1340,2,1,98053
750000,1700,3,1,98199
700000,2310,4,1.5,98103
425000,1510,3,1,98045
642000,2670,3,1,98074
655000,2060,4,1,98006
1365000,2090,3,1.5,98105
458000,3090,5,1,98011
330000,1240,2,2,98108
384950,1860,3,2,98028
560000,2000,3,1,98177
950000,2500,4,1,98040
465000,1820,4,1,98072
425000,1820,3,1,98034
315000,1060,3,1,98126
530000,1950,3,2,98074
399000,940,2,1,98116
168000,1220,2,1.5,98198
1886700,4180,5,2,98004
374000,1200,3,1,98072
740000,3990,5,2,98125
280000,1880,2,1,98126
322000,2280,4,2,98030
459900,2580,3,1,98006
750000,2600,4,1,98115
1256500,3150,4,2,98040
3710000,5550,4,2,98039
427000,2220,5,1,98144
800000,1730,2,2,98070
735000,2840,4,1.5,98118
642000,2560,4,2,98029
240000,1330,3,1,98108
645500,1890,2,1.5,98117
840000,4290,7,1.5,98027
475000,1540,2,2,98053
568000,2340,4,1,98075
325000,2180,3,1,98118
825500,2780,3,2,98034
499431,2620,4,2,98045
919204,3760,4,2,98117
545000,2720,4,2,98065
660000,2675,3,2,98075
538888,2080,5,2,98074
693000,2460,3,2,98052
289950,1960,3,2,98056
587000,2550,4,2,98072
615000,1760,3,3,98122
459000,1620,3,1,98034
243000,1790,3,1,98198
1505000,3480,4,2,98144
660000,2780,4,2,98074
1595000,3640,5,2,98008
250000,750,1,1,98136
315000,960,3,1,98125
404000,2030,3,1,98108
559900,2930,3,1,98072
285000,1380,2,2,98126
500000,1720,3,1,98108
380000,1210,2,1,98108
469000,950,3,1.5,98122
405000,1710,2,2,98136
439900,1410,2,1.5,98050
525000,2910,4,2,98038
580000,2220,4,2,98029
1250000,3160,5,2,98040
275000,1380,3,1,98038
629000,1760,3,1,98199
395000,730,1,1,98107
965000,2460,4,2,98112
820000,2160,3,1,98115
661000,1990,4,1.5,98126
789000,3740,3,2,98070
668500,2710,4,2,98074
350000,2680,3,2,98092
250000,1850,4,1,98032
725995,3190,4,2,98065
1000000,2730,3,2,98005
686000,1840,3,2,98177
665000,2720,4,2,98074
1965221,4370,4,2,98004
653000,2290,3,2,98029
430000,990,2,1,98117
305000,1140,2,2,98029
809000,1840,4,2,98112
440150,1110,2,1,98133
615000,2150,4,2,98052
1035000,2230,3,2,98033
455000,1170,2,1,98103
635000,1960,3,1,98118
675000,2610,3,2,98052
316000,2130,3,1,98031
955000,3020,3,2,98005
985000,1670,3,2,98112
465500,1890,3,1,98118
305000,950,3,1,98155
645000,2430,4,1,98007
730000,2360,4,1,98199
366000,1510,3,1,98034
290000,2080,3,2,98042
472500,1750,3,1,98075
550000,1810,3,1.5,98103
410000,1790,4,1,98027
440000,2340,4,1,98155
535000,1690,3,2,98027
300000,2070,4,2,98092
432500,2240,3,2,98065
870000,4500,4,2,98040
492000,2770,3,1,98027
199950,1010,3,1,98003
439800,1120,3,1,98007
320000,3020,5,1,98042
687000,4400,4,2,98022
345000,1990,3,1,98178
274950,1450,3,1,98168
270000,1920,4,2,98092
342000,1175,2,2,98103
327000,1320,3,1,98059
610000,3990,5,1,98112
455000,1140,2,1,98115
540000,1720,4,1.5,98144
411000,2150,4,1,98056
544000,1790,3,1.5,98116
802000,2210,2,1,98053
568500,2180,3,1,98052
391000,1410,3,2,98027
298000,1950,3,2,98038
400000,1495,3,3,98144
425000,1660,3,1,98122
328500,1950,3,2,98042
650000,2550,5,1.5,98122
850000,1370,3,1,98112
930000,2200,4,2,98119
530000,1250,3,1.5,98115
495000,2220,4,1,98006
500000,1620,3,1,98115
325000,2250,3,1,98092
365000,1720,3,2,98042
471000,3030,4,2,98045
223000,1030,3,1,98032
503000,2190,3,2,98155
230000,1440,3,1,98056
550000,2170,4,1,98052
1100000,2930,4,1.5,98119
193000,1180,3,1,98148
590000,2360,4,2,98003
712500,1660,3,1,98004
689800,2390,3,1,98133
430000,1360,3,1.5,98116
785200,1840,3,1.5,98122
474900,1800,3,1,98072
1070000,4130,4,2,98059
435000,2220,3,1,98027
941500,3490,5,2,98177
312000,1830,4,2,98038
835000,1550,4,1.5,98105
713250,2050,3,1,98040
440000,1230,2,1,98118
580135,3150,4,2,98059
575000,3800,3,1,98042
613000,1350,3,2,98122
235000,1530,3,1,98055
660000,2290,3,3,98102
280000,1480,2,1,98146
268000,1970,3,1,98032
235000,720,2,1,98126
390000,1080,3,1,98125
654950,2790,4,2,98077
449500,2040,5,1,98034
150000,1320,3,1,98198
440000,1680,3,2,98045
710000,2140,3,1,98103
420000,1660,3,1,98011
312000,1540,3,1,98115
320000,1880,3,1,98059
235000,1250,3,1,98056
437000,2120,5,1.5,98070
545000,1810,3,1.5,98107
640000,2370,3,2,98056
432000,1970,3,2,98065
548000,2110,3,2,98072
830000,2080,3,1.5,98034
875000,3720,4,1,98075
409950,1370,2,1,98103
695000,2961,4,2,98075
562100,2090,3,2,98052
475000,2600,3,2,98059
425000,1870,3,1,98011
600000,2620,4,2,98075
770000,2430,3,2,98027
239000,1340,3,1,98042
295000,1170,2,1,98045
560000,2000,3,1,98033
613000,2070,5,1,98008
960000,4590,4,2,98177
847000,2550,5,2.5,98122
206000,1060,3,1,98023
253000,1220,2,1,98057
430000,1790,4,1,98155
605000,2060,3,1,98103
425000,1140,2,3,98107
720000,2870,4,2,98029
375900,2550,6,1,98023
1298000,2790,4,1.5,98040
210000,1110,3,1,98146
234000,940,2,1,98198
285000,2880,3,1,98168
400000,1200,3,1,98007
718000,1030,3,1,98105
174500,1240,2,2,98003
222400,1200,3,1,98047
402500,2780,3,2,98019
250000,1765,3,2,98003
600000,1960,4,1,98146
930000,2680,2,1,98053
272500,1410,3,1,98058
363990,2240,4,2,98038
575000,3120,4,2,98065
400000,1450,3,2,98028
427874,2340,3,2,98045
309000,2481,5,2,98001
320000,1530,3,2,98106
390000,1250,3,1,98146
299000,560,1,1,98014
375000,2200,4,1,98118
240500,1460,3,1,98168
320000,1650,3,1,98058
1270000,3200,5,1,98004
658588,2560,3,2,98027
270000,2080,3,1.5,98042
327500,1070,3,1,98118
340000,2190,3,2,98042
200000,2060,3,1.5,98057
1025000,2640,3,1,98040
275000,1720,3,1,98023
1126000,3880,5,2,98006
280000,960,2,1,98117
485000,2340,3,1,98038
1901000,2660,3,2,98004
865000,2090,3,2,98199
532000,1820,3,2,98029
364950,2310,4,2,98019
212500,920,3,1,98001
135000,790,1,1,98168
437000,1500,2,1,98117
390000,1240,3,1,98166
760000,2730,4,2,98052
119500,1170,3,1,98019
2400000,3410,5,2,98119
837500,2700,4,2,98033
327500,1650,4,1,98058
175000,670,2,1,98126
289950,1670,3,1,98030
400000,1530,3,1,98028
219950,1500,3,1,98023
161700,1720,4,1,98023
500000,2920,5,2,98133
465000,910,3,1,98117
540000,1050,3,1,98115
525000,1540,3,1,98125
324950,1210,3,1,98155
565000,2650,5,1,98008
760500,1990,3,1,98103
1100000,2660,5,1,98006
603500,4060,4,1,98028
453500,2300,5,1,98059
583000,2630,6,1,98052
275000,770,2,1,98155
875000,3790,4,2,98075
335000,2540,4,1,98058
646000,2500,4,1,98006
392500,2150,4,2,98056
785000,1670,3,1,98040
470000,1800,3,1,98033
560000,2070,3,2,98056
519000,830,2,1,98103
746000,2370,3,1,98052
317000,1010,3,1,98144
371000,1420,3,1,98103
250000,2120,4,1.5,98198
532000,2020,4,1,98052
499950,1520,3,2,98119
375000,820,2,1,98136
640000,1690,3,2.5,98199
400000,2260,3,1,98055
572000,1830,3,1,98052
310000,1350,3,1,98045
989000,3280,5,2,98117
685000,2770,4,2,98077
907500,2770,4,2,98007
427500,2460,4,2,98058
860000,4720,3,2,98059
365000,1250,2,1,98125
250500,1710,3,2,98023
411715,1840,3,1,98108
415000,2000,4,2,98133
129000,650,1,1,98042
489000,1020,3,1,98115
170000,1500,2,1,98168
418500,2060,3,2,98065
261000,1810,3,1,98042
2005000,3810,6,1,98177
355000,1650,2,1,98108
742000,1540,3,3,98122
399950,2080,3,1,98125
791000,2430,3,2,98033
190000,1750,5,1,98056
229500,1770,3,1,98092
539000,1710,3,2,98052
549000,2740,4,2,98027
545000,2730,5,1,98028
285000,2437,3,2,98002
648000,3290,4,2,98065
610000,2910,4,2,98065
767450,1630,3,1,98117
765000,4410,4,2,98065
586500,1780,3,3,98103
520000,1540,3,2,98029
455000,1420,3,3,98103
653000,2680,3,1,98034
279950,1750,3,1,98198
449950,2170,3,2,98028
565000,2390,3,1,98006
620000,2400,4,1.5,98117
269000,1690,3,1,98178
875000,3250,3,2,98136
630000,4610,4,1,98027
425000,2440,4,2,98198
647500,1290,3,1,98144
450000,2000,4,1.5,98118
440000,1050,3,1,98136
445000,2340,4,2,98106
530000,2210,4,2,98006
875000,2920,5,2,98112
685000,3150,3,2,98050
798000,3590,3,2,98074
297500,1910,4,2,98038
749950,3110,4,2,98072
495000,2440,5,1,98108
540000,1330,4,1.5,98005
395000,1460,3,1,98027
1300000,3902,6,3,98116
1075000,5180,5,2,98065
214100,1150,2,2,98001
210000,1920,4,1,98023
499500,2520,3,1.5,98019
546000,970,2,1,98109
292000,2490,5,1,98031
289000,1680,3,1,98022
240000,1150,3,1,98027
395000,1980,4,1,98133
795000,2070,4,1,98040
955000,5660,4,2,98019
725000,2420,4,1,98007
335000,2610,4,2,98001
492000,2810,4,2,98045
250000,1510,3,1,98077
700000,1910,3,1,98103
545000,1700,3,1.5,98059
555000,2020,4,1,98052
640000,2340,3,1,98144
390000,1463,3,3,98115
466500,1430,3,1,98117
372500,1180,3,1,98074
1800000,4400,5,2,98004
255000,1610,3,2,98030
466800,1480,3,2,98033
749000,2670,3,2,98007
610000,1830,4,2,98040
356000,920,2,1,98118
165000,1150,3,1,98001
229000,1190,2,1,98168
530000,4160,4,2,98027
499950,2370,3,2,98019
619000,1660,4,1.5,98115
547000,1480,3,1,98125
359800,2390,4,2,98092
499000,1690,3,2,98199
189000,1010,3,1,98058
799000,3500,4,2,98006
257000,2330,4,1,98023
270000,1890,3,1,98146
453500,2000,4,1,98146
237000,1130,3,1,98188
456000,1670,4,1,98125
355500,2600,3,2,98038
299950,1560,4,1,98092
335000,1170,3,1,98106
268500,2100,4,2,98031
385000,1710,3,1,98028
376000,2420,4,2,98038
605004,1370,4,2,98199
886000,2660,4,1.5,98112
560000,2260,4,2,98034
343000,2070,4,2,98038
1415000,4670,4,2,98006
270000,1500,3,1,98059
411605,2658,4,2,98092
550000,2700,4,2,98059
465000,1530,3,2,98122
584000,1480,3,2,98102
275000,1390,3,2,98118
324500,1660,3,2,98118
700000,2050,3,2,98117
385200,1550,4,1.5,98126
270000,1900,4,1,98023
735000,2820,4,2,98118
389250,1490,2,1,98126
315000,1750,3,1,98024
545000,2040,4,2,98115
550000,1900,3,1.5,98115
415000,1910,3,1,98072
387500,1560,3,1,98166
432000,1470,3,1,98155
402000,2700,3,1,98198
1035000,3450,4,2,98166
294700,1970,3,1,98003
744000,2670,3,2,98052
715000,2550,3,2,98006
500000,1720,4,1.5,98107
1300000,4270,4,2,98029
1150000,2170,3,1,98052
650000,2840,4,2,98074
435000,3270,4,2,98042
510000,1480,3,1,98033
525000,2440,5,1,98034
920000,2880,4,1.5,98116
200000,1730,2,1,98001
435000,1260,2,1.5,98115
809950,2230,4,1.5,98005
1370000,2460,2,1.5,98117
455000,2050,4,1,98058
471000,2030,3,2,98027
253500,810,2,1,98126
185000,1840,3,1,98166
535500,1730,3,2,98072
835000,2280,2,1,98053
589500,2630,4,2,98065
680000,2270,3,1,98177
360000,1020,3,1.5,98155
595000,1990,4,2,98107
300000,2680,4,2,98023
660000,1980,3,1.5,98115
570000,2400,3,2,98056
285000,780,2,1,98146
435000,980,3,1,98144
160000,1210,3,1,98070
805000,4600,5,1,98177
450000,1480,3,2,98029
510000,1320,4,1,98033
1120000,4400,5,1,98028
1280000,3010,4,2,98112
539000,2260,3,1,98074
407193,1880,4,2,98014
320000,1370,3,1,98354
739000,2720,4,2,98115
452000,1740,2,1,98115
600000,2560,4,2,98053
279000,2690,5,2,98178
895000,3240,4,2,98075
585000,2430,4,2,98027
405000,1405,2,2,98122
837219,3030,5,2,98075
969990,4150,4,2,98075
490000,1730,3,3,98117
611000,3820,6,1,98027
462000,3070,4,2,98055
540000,1780,4,2,98029
260000,1811,4,2,98055
510000,2450,4,2,98077
567500,2300,3,2,98065
445000,1440,2,1,98103
684680,2370,4,2,98052
2700000,4420,4,2,98008
455000,1300,3,1.5,98105
540000,2870,5,2,98011
530000,3400,3,2,98056
410000,1410,3,1,98133
450000,1640,3,1,98125
609900,3190,4,2,98038
648000,2380,4,2,98075
550000,2260,3,2,98075
347000,1240,3,1,98074
1635000,4220,5,1,98004
1339000,4250,4,2,98040
288350,1860,3,1,98188
1150000,2850,3,1,98004
525000,2470,3,2,98027
250250,2210,3,2,98023
341000,1920,4,1,98058
700000,3150,4,2,98075
390000,2700,4,1.5,98058
539950,2190,3,1,98056
552000,1380,2,3,98103
250000,2520,5,1.5,98022
502000,1300,3,1,98008
480000,2220,4,2,98166
378500,730,2,1,98115
1350000,3300,4,2,98040
1900000,4130,4,2,98005
605000,2670,3,2,98072
307550,1980,4,2,98031
